Mine,Latitude,Longitude,Blue_B02,Green_B03,Red_B04,NIR_B08,SWIR1_B11,SWIR2_B12,NDVI,Distance_to_Manganese_km,Manganese_Presence,Lithology,GLiM_ID,Elevation_mean_m,Elevation_min_m,Elevation_max_m,Slope_mean_degrees,Slope_min_degrees,Slope_max_degrees,LST_mean_C,LST_min_C,LST_max_C
Sitapatore,21.69014909753292,79.66071167803642,0.1758,0.197,0.229,0.3413,0.4071,0.3367,0.19691393,9.298014351035704,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.848167537758982,80.21157607965168,0.1417,0.1584,0.1411,0.4031,0.2262,0.1683,0.4814407,2.849591977946203,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Gumgaon,21.422238049469165,78.94838539141307,0.1541,0.173,0.194,0.3298,0.3324,0.2512,0.25925925,4.441751731601105,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Ukwa,21.963741315887265,80.46526887176613,0.1876,0.2266,0.2782,0.3834,0.4884,0.4138,0.15900846,0.320027962634947,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Chikla,21.545208084407072,79.7474021401374,0.1452,0.1696,0.1488,0.4196,0.2868,0.1888,0.47642502,4.8896657283519644,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Tirodi,21.6841736283805,79.75161700288642,0.1618,0.1782,0.2002,0.3132,0.39,0.2989,0.22010125,0.202861423624415,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Sitapatore,21.678603172273824,79.66275126925406,0.143,0.1579,0.1592,0.2664,0.3194,0.2354,0.25187972,9.063368599705363,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Beldongri,21.34908117589708,79.30399217253871,0.1582,0.182,0.1696,0.4355,0.2893,0.1989,0.43943155,0.3791744446293141,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Dongri_Buzurg,21.55885678616704,79.66694227008801,0.1715,0.1996,0.2182,0.3663,0.3797,0.2999,0.25337896,3.6082547776620526,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Balaghat,21.83095851984242,80.20238160766476,0.1447,0.1603,0.1436,0.338,0.2077,0.1646,0.4036545,2.5388664129750182,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Gumgaon,21.411973263988664,78.96569539793641,0.1392,0.1562,0.1628,0.3006,0.2874,0.227,0.29736727,2.320175197455804,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.530791494904385,79.72840932208018,0.141,0.1614,0.1428,0.3741,0.2829,0.1909,0.4474753,3.5707271539801524,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.832025715620503,80.23701561833133,0.1454,0.1658,0.1549,0.3248,0.3009,0.2323,0.3541797,0.3559039289259565,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Dongri_Buzurg,21.52607047108281,79.65623580851413,0.1388,0.155,0.1424,0.3756,0.2671,0.1778,0.45019308,5.25415457717887,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Gumgaon,21.42135629967563,78.99488587846439,0.1562,0.1781,0.201,0.3258,0.3699,0.2935,0.23690203,2.692417756295061,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.52654059188182,79.76378194678493,0.1418,0.1601,0.1401,0.379,0.2499,0.167,0.46021962,7.040017449765299,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Munsar,21.396706765896,79.26235787943746,0.1982,0.2122,0.2252,0.2868,0.3203,0.2751,0.120312504,0.3740899046496472,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Gumgaon,21.39800692642328,78.96087422142995,0.165,0.1825,0.2038,0.249,0.3088,0.2691,0.09982334,2.365947664239257,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.8523000387474,80.24523054017699,0.1896,0.2168,0.2564,0.3491,0.4688,0.3853,0.15309663,0.4577155439961975,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.85051634488532,80.21156319376342,0.1434,0.159,0.1413,0.3551,0.2228,0.1703,0.43070108,2.6802070472543806,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Munsar,21.38360599652901,79.30610188488929,0.1602,0.1785,0.1808,0.3736,0.3315,0.2407,0.34776333,3.837642723453142,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Beldongri,21.347956485832,79.29995573940072,0.1516,0.176,0.1584,0.4084,0.2722,0.186,0.4410727,0.1777441196777512,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Beldongri,21.325929481757267,79.31910392167734,0.1706,0.2032,0.222,0.4039,0.3101,0.2237,0.2906215,3.262504723190248,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Balaghat,21.833472936353125,80.23739498472875,0.1572,0.1818,0.1812,0.3191,0.3086,0.2547,0.27563462,0.3917027958234403,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.99706131515648,80.48839399686247,0.1647,0.177,0.2136,0.3169,0.419,0.3152,0.194722,3.473870959422076,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Kandri,21.41752419363629,79.24918639625086,0.1449,0.16,0.1448,0.3519,0.2663,0.1764,0.41695186,2.313084721430641,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Munsar,21.396522146410653,79.2619742851369,0.2338,0.2376,0.2484,0.3288,0.3293,0.2825,0.13929312,0.3719018676009865,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Dongri_Buzurg,21.55260323376006,79.67568987347059,0.147,0.1646,0.1594,0.3742,0.2985,0.2055,0.40254873,2.5736213284019214,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Beldongri,21.348830313967674,79.29705323813359,0.1642,0.1926,0.1871,0.4463,0.2645,0.1875,0.40922013,0.35070399147919,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Chikla,21.557498615969354,79.74806914115575,0.1844,0.2138,0.24,0.4006,0.4382,0.3364,0.25070247,5.014599366043202,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Gumgaon,21.384126913588645,78.94833880121635,0.1557,0.172,0.1836,0.2804,0.2865,0.2429,0.20862073,4.038171065493831,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.524975956833234,79.77209805339845,0.1441,0.1602,0.1393,0.3872,0.2472,0.1673,0.4708452,7.9061562588188785,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Munsar,21.412284188319287,79.28397248655492,0.1758,0.2036,0.2074,0.4516,0.4268,0.3052,0.37056145,0.4847776519280463,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.42333423269907,79.25201096350084,0.1557,0.1716,0.1552,0.4219,0.3121,0.2082,0.46213824,2.786560528128501,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Balaghat,21.83670632013045,80.23331379377282,0.1726,0.1932,0.2088,0.3448,0.3486,0.2768,0.24566472,0.4359162754689874,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Balaghat,21.85320143371183,80.20632268357764,0.1385,0.153,0.1398,0.3719,0.2247,0.1636,0.4535861,2.37733004598335,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Munsar,21.378799286544588,79.26006215633828,0.1573,0.1749,0.1621,0.4131,0.3094,0.2119,0.43636993,2.303132722049685,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Gumgaon,21.40230158254639,78.98743099506453,0.1523,0.1713,0.1761,0.339,0.3149,0.2452,0.31624925,0.4979578767794059,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Ukwa,21.98473008418239,80.47429570979966,0.1528,0.1719,0.1982,0.3388,0.3879,0.2901,0.26182497,2.2008084539590542,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.545202760885463,79.69950984821178,0.1386,0.16,0.1407,0.3841,0.2503,0.1684,0.46379572,0.4856674161634645,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Ukwa,21.96227107155487,80.45771999899873,0.1751,0.2036,0.243,0.3287,0.4196,0.3415,0.1499038,0.4124944369183267,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.68224072948579,79.68842577753921,0.145,0.1536,0.1428,0.3039,0.2612,0.2034,0.36064473,6.398748191070722,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.848374953862013,80.21718763047342,0.1435,0.1578,0.1385,0.4472,0.2527,0.1809,0.5270616,2.427637546804535,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.545236665309574,79.72731792687713,0.1496,0.1668,0.1666,0.3165,0.3022,0.2154,0.31028774,2.829131116908361,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Chikla,21.528448197719285,79.77747552282047,0.1426,0.157,0.1394,0.379,0.2527,0.1674,0.46219134,8.31345679076412,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Gumgaon,21.39898135783584,78.98169039477295,0.1544,0.1767,0.1966,0.2868,0.296,0.2492,0.18659495,0.2132102868415917,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Munsar,21.38447810397578,79.28526137265285,0.1665,0.1893,0.1952,0.4009,0.3747,0.2764,0.34507635,2.8292975276693464,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Ukwa,21.989072077910777,80.47602336363391,0.1626,0.1786,0.2118,0.3211,0.4327,0.3509,0.20510416,2.669811220715116,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.549717615745223,79.69927649120571,0.1413,0.155,0.1375,0.3365,0.2402,0.1629,0.41983122,0.1136311925141406,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Ukwa,21.969518787742583,80.46389126474767,0.1899,0.219,0.264,0.3554,0.4749,0.4142,0.14756215,0.4947324834112363,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Kandri,21.39708798762912,79.26428226295961,0.1572,0.1808,0.1579,0.4265,0.2585,0.1786,0.4596167,0.4872626080025699,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Munsar,21.40720303441456,79.28171698278256,0.1724,0.195,0.2132,0.38,0.3775,0.2804,0.2811868,0.2924691812372311,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Beldongri,21.34919742862668,79.29762748252786,0.1598,0.1892,0.1905,0.4535,0.2773,0.1916,0.40838513,0.2851181791371593,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Sitapatore,21.658521507969105,79.65926446634352,0.1461,0.1591,0.165,0.2936,0.3322,0.2561,0.28041863,9.791292705438671,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Chikla,21.54177703407257,79.74762469675119,0.1388,0.1574,0.1357,0.4034,0.2686,0.1774,0.49656838,4.964237215317986,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Ukwa,21.9695206842387,80.46447239304143,0.1879,0.2112,0.2302,0.3398,0.4466,0.3935,0.19228072,0.4583536177384542,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Kandri,21.40176015207696,79.2619123604249,0.1361,0.16,0.1398,0.3717,0.2751,0.1841,0.45337242,0.2973743444355052,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Beldongri,21.3351145759996,79.28063001583357,0.1573,0.1896,0.1764,0.4008,0.2723,0.1901,0.38877335,2.595730520651195,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Dongri_Buzurg,21.550641960070507,79.70197193337751,0.1425,0.1594,0.1394,0.3753,0.2557,0.1693,0.4583252,0.210385142611908,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Munsar,21.377662869879195,79.30790609263666,0.165,0.1876,0.1798,0.4332,0.3569,0.2524,0.4133768,3.226513869773764,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.8467451776426,80.21642235158643,0.179,0.2046,0.2122,0.3256,0.3201,0.2714,0.21085905,2.3608439446727933,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.545421749146698,79.7761746859181,0.1834,0.214,0.1654,0.5776,0.3338,0.201,0.5547779,7.855186842141768,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Ukwa,21.963544792251835,80.46042701545807,0.193,0.2254,0.2572,0.3832,0.3837,0.3039,0.19675201,0.4543183494052516,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.55333522261836,79.6998236084428,0.137,0.1492,0.1328,0.3672,0.2441,0.1616,0.46879998,0.4299180615838706,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Gumgaon,21.399129418857964,78.97898820303475,0.1546,0.1718,0.195,0.2926,0.3324,0.283,0.2001641,0.4865464152355556,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.873987674139013,80.24647158678124,0.1648,0.1858,0.23,0.35,0.4591,0.3543,0.20689654,2.292019639764489,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.555435652536417,79.73804414544607,0.1556,0.1797,0.177,0.4351,0.3434,0.2404,0.42166308,3.953819334841413,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Chikla,21.52026600195032,79.77039988017226,0.1733,0.1963,0.2018,0.3427,0.3901,0.2975,0.2587695,7.941257661185078,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Kandri,21.399384062484778,79.25923996967637,0.2218,0.2424,0.2414,0.4194,0.3998,0.3084,0.26937047,0.1167982287589807,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.96248909409534,80.4691476044978,0.1745,0.2066,0.2444,0.3525,0.4441,0.3667,0.18110237,0.461467843241003,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.55262464776984,79.70137492410791,0.139,0.1511,0.1348,0.3683,0.2393,0.1578,0.46412244,0.3632544697782138,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Dongri_Buzurg,21.5248726826912,79.68733342284742,0.1529,0.1777,0.1695,0.3973,0.3362,0.249,0.40190545,3.051490351754371,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Munsar,21.406290030505858,79.2807631461785,0.1715,0.1908,0.1886,0.3559,0.3559,0.253,0.30725434,0.3604684528328185,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Tirodi,21.666943194975065,79.71910160605178,0.1462,0.1582,0.1504,0.3008,0.29,0.2047,0.3333333,3.6779577191032247,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Dongri_Buzurg,21.5488110616756,79.67591741111204,0.1733,0.1905,0.1946,0.3208,0.2775,0.2108,0.24485837,2.528045557384756,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.3972486288094,79.26235147565977,0.18,0.1957,0.1985,0.2941,0.3096,0.2809,0.19407223,0.325173223484416,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.54721102581925,79.70219557045378,0.1348,0.1501,0.1326,0.37,0.2373,0.1596,0.47234383,0.318142825588353,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Chikla,21.54036506237472,79.75207832489174,0.136,0.1596,0.1414,0.3931,0.2773,0.1821,0.47090736,5.44561167112601,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Sitapatore,21.650431649285995,79.64194671035862,0.1385,0.1475,0.1408,0.3001,0.2519,0.1808,0.36130643,11.765581029136362,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Ukwa,21.965374398660927,80.46739352860264,0.1714,0.2052,0.249,0.3129,0.4293,0.3725,0.11372131,0.0933064067290819,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Beldongri,21.322739994610327,79.28944989594223,0.1686,0.1818,0.1799,0.3562,0.3312,0.2688,0.32885656,3.183956570509476,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Balaghat,21.850115909845144,80.24175821462684,0.1874,0.2086,0.2472,0.3099,0.4363,0.3738,0.1125471,0.0763783851691606,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Sitapatore,21.681521182168407,79.68881887660781,0.1436,0.157,0.1562,0.257,0.2962,0.2228,0.24394964,6.359405837407016,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Tirodi,21.67893317255941,79.7514688487031,0.1643,0.1797,0.2046,0.3198,0.4332,0.3205,0.21967961,0.443095404130403,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Chikla,21.55494266918536,79.76875588996992,0.1976,0.227,0.2528,0.368,0.4348,0.3473,0.18556702,7.10041182917853,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.8277370642156,80.20878539466696,0.1513,0.1725,0.1564,0.4596,0.2741,0.2029,0.4922078,2.6295866860093398,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.95272145958335,80.46589116501019,0.1616,0.1861,0.2124,0.298,0.371,0.3093,0.1677116,0.3802610297487412,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.87037598910506,80.20835704341911,0.1858,0.2254,0.2354,0.375,0.3893,0.3317,0.22870247,0.456377276412296,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.412077864862585,79.28146706598494,0.181,0.2168,0.2666,0.389,0.4959,0.4165,0.18669918,0.3076745426646623,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Gumgaon,21.399682816673668,78.97994494031812,0.1564,0.1786,0.1888,0.2944,0.2829,0.235,0.21854304,0.3861300493523006,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.87325750600794,80.20640540944852,0.188,0.213,0.2448,0.372,0.4436,0.3772,0.2062257,0.2697863034127828,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Dongri_Buzurg,21.547892977173973,79.69697535973074,0.1407,0.1574,0.1379,0.3795,0.258,0.1754,0.46695012,0.3921007112023212,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Sitapatore,21.646663959139868,79.66749031389392,0.1466,0.162,0.1677,0.2671,0.3627,0.2736,0.22861089,9.457693172564232,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Munsar,21.3817810080994,79.26889886951548,0.1656,0.1885,0.178,0.4144,0.3419,0.2383,0.3990547,2.1605330176723494,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Dongri_Buzurg,21.551140223923102,79.6963669977766,0.1396,0.1557,0.1401,0.3705,0.2548,0.1707,0.45123386,0.4504998534034777,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.43251961274168,79.24939343731823,0.1732,0.1888,0.1988,0.3567,0.3934,0.2942,0.2842484,3.84204720447276,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Tirodi,21.668659832176232,79.70748977825899,0.1749,0.1992,0.2232,0.3231,0.3907,0.3055,0.18286657,4.698918386530296,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.377690262407206,79.2751186389306,0.1796,0.2212,0.2432,0.4583,0.3377,0.2385,0.30662864,2.8673389459053564,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Munsar,21.39132205687935,79.28325276386063,0.1668,0.1928,0.21,0.339,0.38,0.2885,0.23497269,2.044460870919452,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Beldongri,21.3155479363457,79.27507447026947,0.166,0.1997,0.2068,0.4352,0.2725,0.1987,0.35576323,4.072353215444601,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Tirodi,21.665000028809697,79.70153094835825,0.1824,0.207,0.2312,0.3428,0.4456,0.3553,0.19442508,5.418223961670649,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Chikla,21.554665125325627,79.78015287673445,0.1549,0.1778,0.1766,0.3846,0.3375,0.2508,0.37063438,8.273222897904455,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.83688789805372,80.23350635185605,0.201,0.2302,0.266,0.3808,0.446,0.3673,0.17748918,0.4548672616425313,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Sitapatore,21.645014834749265,79.6646067952433,0.1477,0.1582,0.1608,0.3057,0.3038,0.2259,0.31061095,9.805468320097214,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Dongri_Buzurg,21.54227531582704,79.6719214494629,0.1472,0.1688,0.1594,0.3802,0.322,0.2344,0.40919197,3.0479969781158145,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Tirodi,21.681255470958707,79.74796950562867,0.151,0.1604,0.1684,0.2798,0.3277,0.2392,0.24854974,0.2987285772687609,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.40769935502693,79.27727438662312,0.1612,0.1759,0.1924,0.3446,0.367,0.2707,0.28342643,0.3775864899234925,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Tirodi,21.68252880427265,79.74911829433132,0.1494,0.1646,0.168,0.2993,0.3398,0.2307,0.2809758,0.1302978234986522,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.379171391678785,79.29631665387694,0.151,0.1656,0.1558,0.3692,0.2891,0.2035,0.4064762,3.324667193561873,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Sitapatore,21.6865469111306,79.63986878725427,0.1429,0.1483,0.1481,0.2718,0.2826,0.2013,0.29459396,11.423244586664344,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
