Mine,Latitude,Longitude,Date,Temperature_C,Wind_Speed_m_s,Relative_Humidity_percent,Precipitation_mm,Soil_Moisture_0_7cm,Soil_Moisture_7_28cm,Soil_Moisture_28_100cm,Soil_Moisture_0_100cm
Sitapatore,21.66667,79.66667,2025-07-28,25.14,5.11,89.96,3.35,0.479,0.475,0.509,0.5
Sitapatore,21.66667,79.66667,2025-07-29,24.75,6.76,90.8,8.0,0.504,0.505,0.511,0.509
Sitapatore,21.66667,79.66667,2025-07-30,25.22,3.88,90.48,3.83,0.475,0.486,0.511,0.503
Sitapatore,21.66667,79.66667,2025-07-31,25.96,2.67,85.1,1.17,0.464,0.471,0.507,0.496
Sitapatore,21.66667,79.66667,2025-08-01,26.48,2.31,83.39,1.28,0.458,0.461,0.501,0.489
Sitapatore,21.66667,79.66667,2025-08-02,27.01,2.28,82.82,0.85,0.444,0.452,0.494,0.482
Sitapatore,21.66667,79.66667,2025-08-03,27.36,1.85,81.84,0.51,0.429,0.444,0.488,0.474
Sitapatore,21.66667,79.66667,2025-08-04,27.71,1.32,81.41,0.31,0.416,0.437,0.481,0.467
Sitapatore,21.66667,79.66667,2025-08-05,27.81,1.1,80.91,0.16,0.403,0.432,0.475,0.461
Sitapatore,21.66667,79.66667,2025-08-06,27.92,1.11,79.43,0.14,0.376,0.42,0.469,0.452
Sitapatore,21.66667,79.66667,2025-08-07,27.65,1.44,79.76,2.11,0.388,0.407,0.463,0.446
Sitapatore,21.66667,79.66667,2025-08-08,26.21,1.21,86.03,10.68,0.445,0.398,0.458,0.445
Sitapatore,21.66667,79.66667,2025-08-09,26.09,1.09,83.25,1.69,0.466,0.408,0.453,0.445
Sitapatore,21.66667,79.66667,2025-08-10,27.0,1.39,82.95,0.7,0.432,0.407,0.449,0.439
Sitapatore,21.66667,79.66667,2025-08-11,26.23,2.12,89.28,1.47,0.422,0.397,0.444,0.433
Sitapatore,21.66667,79.66667,2025-08-12,26.56,2.19,87.51,2.25,0.454,0.403,0.436,0.43
Sitapatore,21.66667,79.66667,2025-08-13,26.18,2.1,91.55,25.83,0.503,0.495,0.441,0.457
Sitapatore,21.66667,79.66667,2025-08-14,26.68,1.47,86.01,8.7,0.482,0.496,0.454,0.465
Sitapatore,21.66667,79.66667,2025-08-15,26.82,1.38,85.84,4.91,0.496,0.496,0.456,0.467
Sitapatore,21.66667,79.66667,2025-08-16,26.84,1.93,88.14,25.48,0.498,0.506,0.464,0.476
Sitapatore,21.66667,79.66667,2025-08-17,27.07,2.57,88.49,2.11,0.49,0.5,0.473,0.48
Sitapatore,21.66667,79.66667,2025-08-18,26.86,1.62,87.81,30.67,0.49,0.496,0.478,0.482
Sitapatore,21.66667,79.66667,2025-08-19,27.29,1.18,85.91,29.73,0.504,0.502,0.483,0.489
Sitapatore,21.66667,79.66667,2025-08-20,25.82,2.66,91.19,14.97,0.505,0.513,0.509,0.509
Sitapatore,21.66667,79.66667,2025-08-21,25.91,2.94,88.8,10.45,0.497,0.501,0.514,0.51
Sitapatore,21.66667,79.66667,2025-08-22,26.07,3.39,88.55,12.13,0.495,0.499,0.511,0.507
Sitapatore,21.66667,79.66667,2025-08-23,25.8,3.99,88.46,4.93,0.503,0.507,0.511,0.51
Sitapatore,21.66667,79.66667,2025-08-24,25.16,4.24,89.17,3.41,0.5,0.502,0.512,0.509
Sitapatore,21.66667,79.66667,2025-08-25,25.87,3.08,86.56,0.54,0.496,0.504,0.513,0.51
Sitapatore,21.66667,79.66667,2025-08-26,26.54,1.58,85.59,7.25,0.49,0.496,0.512,0.507
Sitapatore,21.66667,79.66667,2025-08-27,27.43,1.09,83.91,15.63,0.5,0.495,0.509,0.505
Sitapatore,21.66667,79.66667,2025-08-28,27.61,0.65,83.73,15.84,0.493,0.501,0.509,0.506
Sitapatore,21.66667,79.66667,2025-08-29,27.0,1.49,86.19,2.55,0.487,0.488,0.485,0.486
Sitapatore,21.66667,79.66667,2025-08-30,26.9,1.54,87.54,2.28,0.475,0.478,0.467,0.47
Sitapatore,21.66667,79.66667,2025-08-31,26.45,2.65,91.07,8.15,0.491,0.486,0.461,0.468
Sitapatore,21.66667,79.66667,2025-09-01,26.03,2.06,89.4,19.43,0.501,0.506,0.462,0.474
Sitapatore,21.66667,79.66667,2025-09-02,26.58,1.28,86.77,11.62,0.505,0.513,0.476,0.486
Sitapatore,21.66667,79.66667,2025-09-03,26.13,1.15,88.28,14.44,0.504,0.513,0.495,0.499
Sitapatore,21.66667,79.66667,2025-09-04,26.02,2.36,89.79,4.61,0.498,0.507,0.502,0.503
Sitapatore,21.66667,79.66667,2025-09-05,25.78,2.99,89.12,0.51,0.486,0.502,0.501,0.5
Sitapatore,21.66667,79.66667,2025-09-06,25.69,1.86,90.2,0.77,0.475,0.487,0.495,0.492
Sitapatore,21.66667,79.66667,2025-09-07,26.19,1.24,88.46,1.8,0.446,0.475,0.489,0.483
Sitapatore,21.66667,79.66667,2025-09-08,26.48,1.7,86.32,1.55,0.414,0.461,0.483,0.473
Sitapatore,21.66667,79.66667,2025-09-09,26.42,1.37,86.77,4.87,0.449,0.472,0.477,0.474
Sitapatore,21.66667,79.66667,2025-09-10,26.14,2.2,89.36,10.19,0.432,0.468,0.471,0.468
Sitapatore,21.66667,79.66667,2025-09-11,26.14,2.18,88.82,13.57,0.454,0.462,0.466,0.464
Sitapatore,21.66667,79.66667,2025-09-12,25.88,1.89,90.4,21.09,0.483,0.477,0.462,0.466
Sitapatore,21.66667,79.66667,2025-09-13,26.94,1.76,85.47,2.92,0.497,0.503,0.463,0.474
Sitapatore,21.66667,79.66667,2025-09-14,26.73,1.26,88.76,4.36,0.486,0.497,0.47,0.477
Sitapatore,21.66667,79.66667,2025-09-15,26.25,1.37,91.79,9.03,0.494,0.499,0.471,0.478
Sitapatore,21.66667,79.66667,2025-09-16,25.8,1.35,89.79,30.49,0.496,0.499,0.474,0.481
Sitapatore,21.66667,79.66667,2025-09-17,26.56,0.97,86.62,10.48,0.482,0.49,0.472,0.477
Sitapatore,21.66667,79.66667,2025-09-18,26.69,0.82,85.73,11.82,0.485,0.495,0.471,0.477
Sitapatore,21.66667,79.66667,2025-09-19,27.01,0.91,87.04,3.81,0.448,0.48,0.469,0.47
Sitapatore,21.66667,79.66667,2025-09-20,26.85,0.99,87.56,5.22,0.43,0.466,0.465,0.463
Sitapatore,21.66667,79.66667,2025-09-21,27.19,1.61,84.97,0.99,0.418,0.455,0.462,0.457
Sitapatore,21.66667,79.66667,2025-09-22,27.05,1.75,83.95,2.21,0.392,0.442,0.457,0.449
Sitapatore,21.66667,79.66667,2025-09-23,26.46,1.76,82.17,0.08,0.373,0.426,0.453,0.441
Sitapatore,21.66667,79.66667,2025-09-24,26.32,2.5,86.05,5.56,0.358,0.413,0.448,0.434
Sitapatore,21.66667,79.66667,2025-09-25,25.2,2.6,91.3,13.05,0.435,0.409,0.444,0.436
Sitapatore,21.66667,79.66667,2025-09-26,26.62,2.92,88.87,5.98,0.43,0.412,0.44,0.433
Sitapatore,21.66667,79.66667,2025-09-27,26.02,2.5,92.44,26.93,0.467,0.439,0.437,0.44
Sitapatore,21.66667,79.66667,2025-09-28,25.65,2.84,90.48,4.97,0.499,0.494,0.439,0.454
Sitapatore,21.66667,79.66667,2025-09-29,25.8,1.57,88.82,0.76,0.478,0.484,0.441,0.452
Sitapatore,21.66667,79.66667,2025-09-30,26.12,1.19,86.65,7.16,0.443,0.471,0.44,0.447
Sitapatore,21.66667,79.66667,2025-10-01,26.18,1.79,87.35,0.44,0.452,0.461,0.438,0.444
Sitapatore,21.66667,79.66667,2025-10-02,25.85,1.89,87.51,0.36,0.454,0.463,0.433,0.441
Sitapatore,21.66667,79.66667,2025-10-03,25.93,2.21,87.56,1.38,0.421,0.451,0.434,0.436
Sitapatore,21.66667,79.66667,2025-10-04,25.88,1.97,88.54,0.7,0.422,0.438,0.431,0.432
Sitapatore,21.66667,79.66667,2025-10-05,25.23,1.33,89.52,11.31,0.45,0.424,0.422,0.425
Sitapatore,21.66667,79.66667,2025-10-06,24.86,1.25,86.48,11.59,0.49,0.453,0.42,0.432
Sitapatore,21.66667,79.66667,2025-10-07,25.19,1.47,84.87,3.58,0.473,0.473,0.421,0.435
Sitapatore,21.66667,79.66667,2025-10-08,24.95,1.44,83.42,6.43,0.436,0.461,0.42,0.429
Sitapatore,21.66667,79.66667,2025-10-09,23.51,2.1,81.35,1.38,0.41,0.446,0.417,0.423
Sitapatore,21.66667,79.66667,2025-10-10,22.58,2.21,85.58,4.21,0.385,0.431,0.415,0.416
Sitapatore,21.66667,79.66667,2025-10-11,22.11,2.7,89.91,3.59,0.374,0.424,0.413,0.412
Sitapatore,21.66667,79.66667,2025-10-12,22.94,1.94,86.85,0.0,0.359,0.414,0.411,0.408
Sitapatore,21.66667,79.66667,2025-10-13,23.64,1.35,85.3,0.0,0.354,0.405,0.408,0.403
Sitapatore,21.66667,79.66667,2025-10-14,23.59,1.59,86.36,0.0,0.35,0.398,0.406,0.4
Sitapatore,21.66667,79.66667,2025-10-15,23.97,1.72,86.63,0.28,0.333,0.383,0.405,0.395
Sitapatore,21.66667,79.66667,2025-10-16,23.99,1.31,84.15,3.54,0.313,0.363,0.403,0.388
Sitapatore,21.66667,79.66667,2025-10-17,23.94,1.03,84.84,0.32,0.318,0.361,0.401,0.387
Sitapatore,21.66667,79.66667,2025-10-18,23.5,1.11,83.71,0.15,0.318,0.364,0.399,0.386
Sitapatore,21.66667,79.66667,2025-10-19,22.54,1.44,84.01,0.0,0.307,0.365,0.4,0.386
Sitapatore,21.66667,79.66667,2025-10-20,22.81,1.73,84.81,0.01,0.301,0.361,0.396,0.382
Sitapatore,21.66667,79.66667,2025-10-21,24.17,2.07,88.54,0.09,0.305,0.368,0.394,0.382
Sitapatore,21.66667,79.66667,2025-10-22,24.33,1.95,87.18,0.1,0.296,0.364,0.391,0.379
Sitapatore,21.66667,79.66667,2025-10-23,23.79,1.77,86.09,0.0,0.282,0.347,0.383,0.368
Sitapatore,21.66667,79.66667,2025-10-24,23.9,1.74,86.56,0.26,0.27,0.329,0.374,0.358
Sitapatore,21.66667,79.66667,2025-10-25,22.94,1.84,89.28,8.43,0.312,0.321,0.369,0.355
Sitapatore,21.66667,79.66667,2025-10-26,22.87,1.96,92.08,10.87,0.438,0.326,0.366,0.362
Sitapatore,21.66667,79.66667,2025-10-27,24.52,2.13,87.38,0.34,0.434,0.347,0.364,0.365
Sitapatore,21.66667,79.66667,2025-10-28,24.69,3.12,87.26,0.09,0.4,0.35,0.365,0.364
Sitapatore,21.66667,79.66667,2025-10-29,25.08,4.05,88.41,7.48,0.39,0.347,0.364,0.362
Sitapatore,21.66667,79.66667,2025-10-30,24.67,2.69,93.26,5.7,0.473,0.39,0.361,0.375
Sitapatore,21.66667,79.66667,2025-10-31,25.3,1.56,88.88,6.17,0.471,0.434,0.366,0.388
Sitapatore,21.66667,79.66667,2025-11-01,25.62,0.97,85.7,0.27,0.46,0.44,0.37,0.391
Sitapatore,21.66667,79.66667,2025-11-02,25.39,1.03,87.22,5.65,0.443,0.435,0.369,0.388
Sitapatore,21.66667,79.66667,2025-11-03,24.89,1.03,85.17,1.75,0.429,0.428,0.365,0.383
Sitapatore,21.66667,79.66667,2025-11-04,24.39,0.92,80.63,0.0,0.414,0.421,0.357,0.374
Sitapatore,21.66667,79.66667,2025-11-05,23.24,1.57,81.16,0.0,0.402,0.413,0.351,0.367
Sitapatore,21.66667,79.66667,2025-11-06,21.82,1.91,76.27,0.0,0.381,0.404,0.349,0.362
Sitapatore,21.66667,79.66667,2025-11-07,19.62,1.59,67.09,0.0,0.364,0.398,0.352,0.363
Sitapatore,21.66667,79.66667,2025-11-08,18.93,1.16,70.17,0.0,0.349,0.391,0.353,0.361
Sitapatore,21.66667,79.66667,2025-11-09,17.16,1.48,69.69,0.0,0.334,0.384,0.352,0.358
Sitapatore,21.66667,79.66667,2025-11-10,17.93,0.85,59.56,0.0,0.317,0.375,0.349,0.352
Sitapatore,21.66667,79.66667,2025-11-11,18.23,1.04,62.69,0.0,0.312,0.372,0.354,0.355
Sitapatore,21.66667,79.66667,2025-11-12,17.64,1.39,66.53,0.0,0.308,0.37,0.355,0.355
Sitapatore,21.66667,79.66667,2025-11-13,16.69,1.71,69.14,0.0,0.305,0.369,0.358,0.357
Sitapatore,21.66667,79.66667,2025-11-14,16.46,1.66,72.66,0.0,0.305,0.37,0.363,0.36
Sitapatore,21.66667,79.66667,2025-11-15,16.65,1.56,74.56,0.0,0.301,0.366,0.359,0.356
Sitapatore,21.66667,79.66667,2025-11-16,15.67,1.72,71.75,1.53,0.298,0.364,0.358,0.355
Sitapatore,21.66667,79.66667,2025-11-17,15.07,1.88,76.43,0.0,0.289,0.358,0.356,0.351
Sitapatore,21.66667,79.66667,2025-11-18,15.09,1.53,79.06,1.53,0.274,0.347,0.349,0.343
Sitapatore,21.66667,79.66667,2025-11-19,15.84,1.34,78.76,0.0,0.267,0.341,0.348,0.341
Sitapatore,21.66667,79.66667,2025-11-20,16.46,1.43,80.12,0.0,0.264,0.339,0.349,0.341
Sitapatore,21.66667,79.66667,2025-11-21,18.28,0.89,75.68,0.0,0.265,0.338,0.351,0.342
Sitapatore,21.66667,79.66667,2025-11-22,19.14,0.68,71.52,0.0,0.261,0.334,0.349,0.34
Sitapatore,21.66667,79.66667,2025-11-23,19.21,0.94,75.18,0.0,0.272,0.34,0.354,0.346
Sitapatore,21.66667,79.66667,2025-11-24,19.21,1.51,83.41,0.0,0.275,0.344,0.356,0.347
Sitapatore,21.66667,79.66667,2025-11-25,19.55,1.13,82.33,0.0,0.284,0.348,0.357,0.35
Sitapatore,21.66667,79.66667,2025-11-26,18.92,1.35,84.86,0.27,0.29,0.349,0.359,0.352
Sitapatore,21.66667,79.66667,2025-11-27,18.75,1.65,82.59,0.0,0.287,0.347,0.358,0.351
Sitapatore,21.66667,79.66667,2025-11-28,16.01,1.83,75.23,0.0,0.28,0.344,0.357,0.349
Sitapatore,21.66667,79.66667,2025-11-29,16.24,1.59,75.5,0.0,0.27,0.34,0.355,0.346
Sitapatore,21.66667,79.66667,2025-11-30,16.88,1.81,74.64,0.0,0.259,0.334,0.352,0.342
Sitapatore,21.66667,79.66667,2025-12-01,17.84,1.51,77.17,0.0,0.257,0.33,0.349,0.338
Sitapatore,21.66667,79.66667,2025-12-02,17.51,1.5,79.66,0.0,0.244,0.324,0.344,0.333
Sitapatore,21.66667,79.66667,2025-12-03,17.15,1.88,76.06,0.0,0.239,0.322,0.343,0.331
Sitapatore,21.66667,79.66667,2025-12-04,16.77,1.88,77.35,0.0,0.237,0.321,0.344,0.332
Sitapatore,21.66667,79.66667,2025-12-05,16.15,2.13,72.55,0.0,0.24,0.319,0.344,0.332
Sitapatore,21.66667,79.66667,2025-12-06,15.44,1.84,66.89,0.0,0.237,0.316,0.344,0.33
Sitapatore,21.66667,79.66667,2025-12-07,15.24,1.54,67.17,0.0,0.237,0.314,0.343,0.329
Sitapatore,21.66667,79.66667,2025-12-08,16.47,1.86,62.42,0.0,0.236,0.312,0.343,0.329
Sitapatore,21.66667,79.66667,2025-12-09,16.35,2.36,61.53,0.0,0.236,0.31,0.342,0.328
Sitapatore,21.66667,79.66667,2025-12-10,16.17,1.83,57.14,0.0,0.236,0.308,0.342,0.327
Sitapatore,21.66667,79.66667,2025-12-11,16.83,1.2,54.35,0.0,0.236,0.306,0.341,0.326
Sitapatore,21.66667,79.66667,2025-12-12,16.6,1.34,60.81,0.0,0.236,0.304,0.341,0.326
Sitapatore,21.66667,79.66667,2025-12-13,16.29,1.52,66.84,0.0,0.235,0.303,0.34,0.325
Sitapatore,21.66667,79.66667,2025-12-14,15.74,1.63,70.08,0.0,0.235,0.302,0.34,0.324
Sitapatore,21.66667,79.66667,2025-12-15,15.94,1.35,69.59,0.0,0.235,0.301,0.339,0.324
Sitapatore,21.66667,79.66667,2025-12-16,16.32,1.51,66.21,0.0,0.235,0.299,0.339,0.323
Sitapatore,21.66667,79.66667,2025-12-17,16.32,1.69,64.62,0.0,0.235,0.298,0.338,0.323
Sitapatore,21.66667,79.66667,2025-12-18,16.0,2.01,63.56,0.0,0.235,0.297,0.338,0.322
Sitapatore,21.66667,79.66667,2025-12-19,15.23,2.41,68.03,0.0,0.235,0.296,0.338,0.322
Sitapatore,21.66667,79.66667,2025-12-20,14.89,1.97,66.44,0.0,0.234,0.295,0.337,0.321
Sitapatore,21.66667,79.66667,2025-12-21,15.45,1.57,65.05,0.0,0.235,0.295,0.337,0.321
Sitapatore,21.66667,79.66667,2025-12-22,15.93,1.75,67.48,0.0,0.235,0.294,0.337,0.32
Sitapatore,21.66667,79.66667,2025-12-23,16.27,2.12,67.41,0.0,0.235,0.293,0.336,0.32
Sitapatore,21.66667,79.66667,2025-12-24,16.86,1.74,66.5,0.0,0.235,0.292,0.336,0.32
Sitapatore,21.66667,79.66667,2025-12-25,16.69,1.34,66.37,0.0,0.235,0.292,0.336,0.319
Sitapatore,21.66667,79.66667,2025-12-26,15.7,1.6,63.63,0.0,0.235,0.291,0.335,0.319
Sitapatore,21.66667,79.66667,2025-12-27,15.36,1.4,60.6,0.0,0.235,0.29,0.335,0.319
Sitapatore,21.66667,79.66667,2025-12-28,15.42,1.43,58.53,0.0,0.235,0.29,0.335,0.318
Sitapatore,21.66667,79.66667,2025-12-29,15.56,1.53,56.91,0.0,0.235,0.289,0.334,0.318
Sitapatore,21.66667,79.66667,2025-12-30,16.87,1.03,50.39,0.0,0.228,0.289,0.333,0.316
Sitapatore,21.66667,79.66667,2025-12-31,17.89,1.14,49.58,0.0,0.235,0.288,0.333,0.317
Tirodi,21.68351,79.72464,2025-01-01,17.75,2.2,45.48,0.0,0.345,0.318,0.329,0.327
Tirodi,21.68351,79.72464,2025-01-02,17.4,2.23,40.8,0.0,0.338,0.324,0.321,0.323
Tirodi,21.68351,79.72464,2025-01-03,18.02,1.96,43.22,0.0,0.324,0.322,0.321,0.322
Tirodi,21.68351,79.72464,2025-01-04,18.24,1.74,46.42,0.0,0.304,0.318,0.314,0.314
Tirodi,21.68351,79.72464,2025-01-05,18.41,1.49,47.92,0.0,0.289,0.317,0.305,0.307
Tirodi,21.68351,79.72464,2025-01-06,19.69,1.3,50.37,0.0,0.29,0.323,0.297,0.302
Tirodi,21.68351,79.72464,2025-01-07,18.28,2.35,49.0,0.0,0.295,0.331,0.287,0.296
Tirodi,21.68351,79.72464,2025-01-08,15.42,1.7,45.82,0.0,0.292,0.332,0.27,0.285
Tirodi,21.68351,79.72464,2025-01-09,16.78,1.49,40.51,0.0,0.278,0.322,0.266,0.279
Tirodi,21.68351,79.72464,2025-01-10,17.28,1.77,43.67,0.0,0.282,0.32,0.266,0.278
Tirodi,21.68351,79.72464,2025-01-11,18.94,1.9,49.48,0.0,0.283,0.319,0.267,0.279
Tirodi,21.68351,79.72464,2025-01-12,20.09,1.79,59.16,0.03,0.3,0.329,0.266,0.282
Tirodi,21.68351,79.72464,2025-01-13,20.09,1.73,62.74,0.03,0.304,0.334,0.266,0.283
Tirodi,21.68351,79.72464,2025-01-14,19.6,1.1,53.9,0.0,0.314,0.342,0.267,0.286
Tirodi,21.68351,79.72464,2025-01-15,20.02,1.74,54.58,0.0,0.325,0.347,0.267,0.288
Tirodi,21.68351,79.72464,2025-01-16,20.93,1.44,52.2,0.0,0.327,0.347,0.268,0.289
Tirodi,21.68351,79.72464,2025-01-17,20.91,1.94,50.89,0.0,0.324,0.342,0.268,0.288
Tirodi,21.68351,79.72464,2025-01-18,20.24,1.62,53.3,0.0,0.312,0.334,0.269,0.286
Tirodi,21.68351,79.72464,2025-01-19,20.65,1.65,42.41,0.0,0.289,0.325,0.269,0.282
Tirodi,21.68351,79.72464,2025-01-20,20.67,1.89,38.36,0.0,0.276,0.318,0.27,0.28
Tirodi,21.68351,79.72464,2025-01-21,22.2,1.07,43.53,0.0,0.264,0.314,0.27,0.279
Tirodi,21.68351,79.72464,2025-01-22,22.83,1.29,36.44,0.0,0.272,0.316,0.271,0.281
Tirodi,21.68351,79.72464,2025-01-23,22.27,1.63,41.2,0.0,0.284,0.318,0.271,0.282
Tirodi,21.68351,79.72464,2025-01-24,23.09,1.47,42.65,0.0,0.266,0.316,0.272,0.281
Tirodi,21.68351,79.72464,2025-01-25,22.6,1.75,47.8,0.0,0.259,0.314,0.272,0.28
Tirodi,21.68351,79.72464,2025-01-26,22.19,1.68,33.41,0.0,0.259,0.313,0.272,0.28
Tirodi,21.68351,79.72464,2025-01-27,21.59,1.56,25.77,0.0,0.258,0.311,0.273,0.28
Tirodi,21.68351,79.72464,2025-01-28,22.28,1.27,23.12,0.0,0.256,0.308,0.273,0.279
Tirodi,21.68351,79.72464,2025-01-29,22.52,1.53,34.26,0.0,0.254,0.305,0.273,0.279
Tirodi,21.68351,79.72464,2025-01-30,23.92,1.84,39.47,0.0,0.249,0.303,0.274,0.278
Tirodi,21.68351,79.72464,2025-01-31,24.32,1.37,34.32,0.0,0.248,0.301,0.274,0.278
Tirodi,21.68351,79.72464,2025-02-01,25.63,1.6,38.26,0.0,0.252,0.299,0.275,0.278
Tirodi,21.68351,79.72464,2025-02-02,25.47,1.58,38.21,0.0,0.251,0.297,0.275,0.278
Tirodi,21.68351,79.72464,2025-02-03,26.46,1.43,33.92,0.0,0.251,0.295,0.275,0.278
Tirodi,21.68351,79.72464,2025-02-04,26.85,1.31,33.93,0.0,0.251,0.294,0.276,0.278
Tirodi,21.68351,79.72464,2025-02-05,26.72,1.47,32.38,0.0,0.251,0.292,0.276,0.278
Tirodi,21.68351,79.72464,2025-02-06,24.02,3.05,34.45,0.0,0.25,0.291,0.276,0.277
Tirodi,21.68351,79.72464,2025-02-07,22.86,2.54,27.02,0.0,0.25,0.29,0.277,0.278
Tirodi,21.68351,79.72464,2025-02-08,23.25,1.94,21.24,0.0,0.25,0.289,0.277,0.278
Tirodi,21.68351,79.72464,2025-02-09,24.18,1.36,19.21,0.0,0.25,0.288,0.277,0.277
Tirodi,21.68351,79.72464,2025-02-10,24.94,1.48,31.09,0.0,0.25,0.287,0.278,0.278
Tirodi,21.68351,79.72464,2025-02-11,26.23,1.37,37.57,0.0,0.25,0.286,0.278,0.278
Tirodi,21.68351,79.72464,2025-02-12,25.25,2.24,22.52,0.0,0.25,0.285,0.278,0.278
Tirodi,21.68351,79.72464,2025-02-13,23.53,2.87,21.98,0.0,0.25,0.284,0.278,0.278
Tirodi,21.68351,79.72464,2025-02-14,22.7,2.31,18.45,0.0,0.25,0.284,0.279,0.278
Tirodi,21.68351,79.72464,2025-02-15,25.1,1.28,20.35,0.0,0.25,0.283,0.279,0.278
Tirodi,21.68351,79.72464,2025-02-16,25.66,1.57,22.13,0.0,0.25,0.283,0.279,0.278
Tirodi,21.68351,79.72464,2025-02-17,26.47,1.2,23.81,0.0,0.25,0.282,0.28,0.278
Tirodi,21.68351,79.72464,2025-02-18,26.29,1.57,25.21,0.0,0.25,0.282,0.28,0.278
Tirodi,21.68351,79.72464,2025-02-19,26.37,1.61,27.8,0.0,0.25,0.282,0.28,0.278
Tirodi,21.68351,79.72464,2025-02-20,26.2,1.66,28.49,0.0,0.25,0.281,0.28,0.278
Tirodi,21.68351,79.72464,2025-02-21,26.09,1.72,24.6,0.0,0.25,0.281,0.281,0.279
Tirodi,21.68351,79.72464,2025-02-22,25.29,2.55,25.84,0.0,0.25,0.281,0.281,0.279
Tirodi,21.68351,79.72464,2025-02-23,24.76,1.92,22.15,0.0,0.238,0.28,0.281,0.278
Tirodi,21.68351,79.72464,2025-02-24,24.72,1.7,22.81,0.0,0.25,0.28,0.281,0.279
Tirodi,21.68351,79.72464,2025-02-25,24.9,1.86,24.94,0.0,0.25,0.28,0.281,0.279
Tirodi,21.68351,79.72464,2025-02-26,25.2,1.93,20.42,0.0,0.25,0.28,0.282,0.279
Tirodi,21.68351,79.72464,2025-02-27,26.0,1.39,19.96,0.0,0.25,0.28,0.282,0.279
Tirodi,21.68351,79.72464,2025-02-28,26.87,1.8,23.44,0.0,0.247,0.28,0.282,0.279
Tirodi,21.68351,79.72464,2025-03-01,27.43,1.68,25.95,0.0,0.256,0.28,0.282,0.28
Tirodi,21.68351,79.72464,2025-03-02,28.65,1.73,26.24,0.0,0.253,0.279,0.282,0.279
Tirodi,21.68351,79.72464,2025-03-03,27.68,2.13,24.19,0.0,0.251,0.279,0.282,0.279
Tirodi,21.68351,79.72464,2025-03-04,28.39,2.42,21.56,0.0,0.244,0.279,0.283,0.279
Tirodi,21.68351,79.72464,2025-03-05,23.95,3.86,13.66,0.0,0.245,0.279,0.283,0.279
Tirodi,21.68351,79.72464,2025-03-06,22.91,2.47,9.34,0.0,0.25,0.279,0.283,0.28
Tirodi,21.68351,79.72464,2025-03-07,25.23,1.85,10.12,0.0,0.25,0.279,0.283,0.28
Tirodi,21.68351,79.72464,2025-03-08,26.84,1.63,14.08,0.0,0.25,0.279,0.283,0.28
Tirodi,21.68351,79.72464,2025-03-09,27.33,1.92,16.63,0.0,0.269,0.279,0.283,0.281
Tirodi,21.68351,79.72464,2025-03-10,27.19,1.8,19.57,0.0,0.268,0.279,0.283,0.281
Tirodi,21.68351,79.72464,2025-03-11,28.26,1.68,16.24,0.0,0.261,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-12,30.48,1.49,16.88,0.0,0.253,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-13,31.11,1.87,17.06,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-14,31.13,2.16,14.41,0.0,0.251,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-15,31.37,1.43,16.8,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-16,31.31,2.31,24.02,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-17,31.16,1.43,23.44,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-18,30.5,1.91,21.9,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-19,30.28,2.35,24.48,0.0,0.25,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-20,30.56,2.62,29.12,0.07,0.262,0.279,0.284,0.281
Tirodi,21.68351,79.72464,2025-03-21,30.04,1.83,25.77,0.37,0.253,0.279,0.285,0.281
Tirodi,21.68351,79.72464,2025-03-22,29.43,1.31,20.1,0.0,0.249,0.278,0.285,0.281
Tirodi,21.68351,79.72464,2025-03-23,28.77,1.73,19.24,0.0,0.239,0.278,0.3,0.291
Tirodi,21.68351,79.72464,2025-03-24,28.1,1.93,14.79,0.0,0.211,0.278,0.303,0.291
Tirodi,21.68351,79.72464,2025-03-25,28.95,1.77,14.49,0.0,0.211,0.278,0.313,0.298
Tirodi,21.68351,79.72464,2025-03-26,30.74,1.1,13.59,0.0,0.236,0.278,0.314,0.301
Tirodi,21.68351,79.72464,2025-03-27,32.23,1.22,13.61,0.0,0.226,0.278,0.317,0.303
Tirodi,21.68351,79.72464,2025-03-28,31.58,2.75,18.49,0.0,0.226,0.278,0.318,0.303
Tirodi,21.68351,79.72464,2025-03-29,31.03,2.67,15.32,0.0,0.226,0.278,0.317,0.303
Tirodi,21.68351,79.72464,2025-03-30,31.46,1.99,9.73,0.0,0.226,0.278,0.316,0.302
Tirodi,21.68351,79.72464,2025-03-31,31.99,1.48,10.69,0.0,0.226,0.278,0.316,0.301
Tirodi,21.68351,79.72464,2025-04-01,31.42,1.63,18.9,0.0,0.238,0.278,0.316,0.303
Tirodi,21.68351,79.72464,2025-04-02,31.05,1.06,23.54,0.97,0.226,0.278,0.314,0.301
