Mine,Latitude,Longitude,Date,Temperature_C,Wind_Speed_m_s,Relative_Humidity_percent,Precipitation_mm,Soil_Moisture_0_7cm,Soil_Moisture_7_28cm,Soil_Moisture_28_100cm,Soil_Moisture_0_100cm
Beldongri,21.34032,79.29246,2025-09-05,25.78,2.99,89.12,0.51,0.478,0.491,0.47,0.475
Beldongri,21.34032,79.29246,2025-09-06,25.69,1.86,90.2,0.77,0.48,0.484,0.462,0.467
Beldongri,21.34032,79.29246,2025-09-07,26.19,1.24,88.46,1.8,0.471,0.484,0.456,0.463
Beldongri,21.34032,79.29246,2025-09-08,26.48,1.7,86.32,1.55,0.458,0.471,0.45,0.455
Beldongri,21.34032,79.29246,2025-09-09,26.42,1.37,86.77,4.87,0.444,0.462,0.442,0.446
Beldongri,21.34032,79.29246,2025-09-10,26.14,2.2,89.36,10.19,0.424,0.45,0.436,0.438
Beldongri,21.34032,79.29246,2025-09-11,26.14,2.18,88.82,13.57,0.413,0.438,0.431,0.431
Beldongri,21.34032,79.29246,2025-09-12,25.88,1.89,90.4,21.09,0.443,0.44,0.427,0.431
Beldongri,21.34032,79.29246,2025-09-13,26.94,1.76,85.47,2.92,0.498,0.496,0.428,0.448
Beldongri,21.34032,79.29246,2025-09-14,26.73,1.26,88.76,4.36,0.496,0.501,0.436,0.453
Beldongri,21.34032,79.29246,2025-09-15,26.25,1.37,91.79,9.03,0.502,0.503,0.441,0.458
Beldongri,21.34032,79.29246,2025-09-16,25.8,1.35,89.79,30.49,0.503,0.505,0.445,0.462
Beldongri,21.34032,79.29246,2025-09-17,26.56,0.97,86.62,10.48,0.501,0.502,0.447,0.462
Beldongri,21.34032,79.29246,2025-09-18,26.69,0.82,85.73,11.82,0.493,0.504,0.453,0.467
Beldongri,21.34032,79.29246,2025-09-19,27.01,0.91,87.04,3.81,0.467,0.49,0.457,0.465
Beldongri,21.34032,79.29246,2025-09-20,26.85,0.99,87.56,5.22,0.442,0.472,0.455,0.458
Beldongri,21.34032,79.29246,2025-09-21,27.19,1.61,84.97,0.99,0.434,0.46,0.452,0.453
Beldongri,21.34032,79.29246,2025-09-22,27.05,1.75,83.95,2.21,0.419,0.447,0.448,0.446
Beldongri,21.34032,79.29246,2025-09-23,26.46,1.76,82.17,0.08,0.397,0.431,0.441,0.436
Beldongri,21.34032,79.29246,2025-09-24,26.32,2.5,86.05,5.56,0.385,0.421,0.436,0.43
Beldongri,21.34032,79.29246,2025-09-25,25.2,2.6,91.3,13.05,0.443,0.416,0.434,0.431
Beldongri,21.34032,79.29246,2025-09-26,26.62,2.92,88.87,5.98,0.426,0.408,0.431,0.426
Beldongri,21.34032,79.29246,2025-09-27,26.02,2.5,92.44,26.93,0.477,0.445,0.427,0.434
Beldongri,21.34032,79.29246,2025-09-28,25.65,2.84,90.48,4.97,0.501,0.499,0.431,0.45
Beldongri,21.34032,79.29246,2025-09-29,25.8,1.57,88.82,0.76,0.476,0.489,0.435,0.449
Beldongri,21.34032,79.29246,2025-09-30,26.12,1.19,86.65,7.16,0.444,0.472,0.435,0.443
Beldongri,21.34032,79.29246,2025-10-01,26.18,1.79,87.35,0.44,0.414,0.456,0.432,0.436
Beldongri,21.34032,79.29246,2025-10-02,25.85,1.89,87.51,0.36,0.405,0.438,0.427,0.428
Beldongri,21.34032,79.29246,2025-10-03,25.93,2.21,87.56,1.38,0.416,0.427,0.421,0.422
Beldongri,21.34032,79.29246,2025-10-04,25.88,1.97,88.54,0.7,0.391,0.411,0.417,0.414
Beldongri,21.34032,79.29246,2025-10-05,25.23,1.33,89.52,11.31,0.383,0.391,0.411,0.405
Beldongri,21.34032,79.29246,2025-10-06,24.86,1.25,86.48,11.59,0.492,0.457,0.408,0.424
Beldongri,21.34032,79.29246,2025-10-07,25.19,1.47,84.87,3.58,0.452,0.443,0.404,0.416
Beldongri,21.34032,79.29246,2025-10-08,24.95,1.44,83.42,6.43,0.413,0.432,0.403,0.41
Beldongri,21.34032,79.29246,2025-10-09,23.51,2.1,81.35,1.38,0.376,0.42,0.401,0.403
Beldongri,21.34032,79.29246,2025-10-10,22.58,2.21,85.58,4.21,0.366,0.409,0.399,0.399
Beldongri,21.34032,79.29246,2025-10-11,22.11,2.7,89.91,3.59,0.35,0.398,0.397,0.394
Beldongri,21.34032,79.29246,2025-10-12,22.94,1.94,86.85,0.0,0.34,0.388,0.395,0.39
Beldongri,21.34032,79.29246,2025-10-13,23.64,1.35,85.3,0.0,0.325,0.375,0.392,0.384
Beldongri,21.34032,79.29246,2025-10-14,23.59,1.59,86.36,0.0,0.309,0.358,0.387,0.376
Beldongri,21.34032,79.29246,2025-10-15,23.97,1.72,86.63,0.28,0.287,0.337,0.383,0.366
Beldongri,21.34032,79.29246,2025-10-16,23.99,1.31,84.15,3.54,0.273,0.319,0.377,0.357
Beldongri,21.34032,79.29246,2025-10-17,23.94,1.03,84.84,0.32,0.269,0.308,0.37,0.35
Beldongri,21.34032,79.29246,2025-10-18,23.5,1.11,83.71,0.15,0.27,0.298,0.361,0.341
Beldongri,21.34032,79.29246,2025-10-19,22.54,1.44,84.01,0.0,0.27,0.303,0.368,0.347
Beldongri,21.34032,79.29246,2025-10-20,22.81,1.73,84.81,0.01,0.265,0.301,0.367,0.346
Beldongri,21.34032,79.29246,2025-10-21,24.17,2.07,88.54,0.09,0.254,0.292,0.362,0.34
Beldongri,21.34032,79.29246,2025-10-22,24.33,1.95,87.18,0.1,0.256,0.289,0.359,0.337
Beldongri,21.34032,79.29246,2025-10-23,23.79,1.77,86.09,0.0,0.251,0.282,0.353,0.331
Beldongri,21.34032,79.29246,2025-10-24,23.9,1.74,86.56,0.26,0.245,0.275,0.349,0.326
Beldongri,21.34032,79.29246,2025-10-25,22.94,1.84,89.28,8.43,0.34,0.275,0.345,0.33
Beldongri,21.34032,79.29246,2025-10-26,22.87,1.96,92.08,10.87,0.385,0.277,0.343,0.332
Beldongri,21.34032,79.29246,2025-10-27,24.52,2.13,87.38,0.34,0.361,0.276,0.341,0.329
Beldongri,21.34032,79.29246,2025-10-28,24.69,3.12,87.26,0.09,0.374,0.278,0.339,0.329
Beldongri,21.34032,79.29246,2025-10-29,25.08,4.05,88.41,7.48,0.402,0.283,0.336,0.33
Beldongri,21.34032,79.29246,2025-10-30,24.67,2.69,93.26,5.7,0.481,0.367,0.339,0.355
Beldongri,21.34032,79.29246,2025-10-31,25.3,1.56,88.88,6.17,0.456,0.392,0.345,0.362
Beldongri,21.34032,79.29246,2025-11-01,25.62,0.97,85.7,0.27,0.427,0.392,0.345,0.361
Beldongri,21.34032,79.29246,2025-11-02,25.39,1.03,87.22,5.65,0.404,0.386,0.337,0.352
Beldongri,21.34032,79.29246,2025-11-03,24.89,1.03,85.17,1.75,0.386,0.38,0.33,0.344
Beldongri,21.34032,79.29246,2025-11-04,24.39,0.92,80.63,0.0,0.368,0.373,0.327,0.34
Beldongri,21.34032,79.29246,2025-11-05,23.24,1.57,81.16,0.0,0.35,0.365,0.326,0.336
Beldongri,21.34032,79.29246,2025-11-06,21.82,1.91,76.27,0.0,0.333,0.357,0.324,0.331
Beldongri,21.34032,79.29246,2025-11-07,19.62,1.59,67.09,0.0,0.325,0.351,0.326,0.331
Beldongri,21.34032,79.29246,2025-11-08,18.93,1.16,70.17,0.0,0.313,0.344,0.328,0.33
Beldongri,21.34032,79.29246,2025-11-09,17.16,1.48,69.69,0.0,0.299,0.336,0.323,0.324
Beldongri,21.34032,79.29246,2025-11-10,17.93,0.85,59.56,0.0,0.289,0.329,0.321,0.32
Beldongri,21.34032,79.29246,2025-11-11,18.23,1.04,62.69,0.0,0.287,0.324,0.321,0.319
Beldongri,21.34032,79.29246,2025-11-12,17.64,1.39,66.53,0.0,0.28,0.318,0.318,0.315
Beldongri,21.34032,79.29246,2025-11-13,16.69,1.71,69.14,0.0,0.283,0.317,0.319,0.316
Beldongri,21.34032,79.29246,2025-11-14,16.46,1.66,72.66,0.0,0.29,0.318,0.323,0.32
Beldongri,21.34032,79.29246,2025-11-15,16.65,1.56,74.56,0.0,0.288,0.316,0.321,0.318
Beldongri,21.34032,79.29246,2025-11-16,15.67,1.72,71.75,1.53,0.292,0.317,0.323,0.32
Beldongri,21.34032,79.29246,2025-11-17,15.07,1.88,76.43,0.0,0.287,0.314,0.323,0.318
Beldongri,21.34032,79.29246,2025-11-18,15.09,1.53,79.06,1.53,0.276,0.308,0.318,0.312
Beldongri,21.34032,79.29246,2025-11-19,15.84,1.34,78.76,0.0,0.27,0.304,0.314,0.309
Beldongri,21.34032,79.29246,2025-11-20,16.46,1.43,80.12,0.0,0.263,0.3,0.31,0.305
Beldongri,21.34032,79.29246,2025-11-21,18.28,0.89,75.68,0.0,0.256,0.295,0.306,0.3
Beldongri,21.34032,79.29246,2025-11-22,19.14,0.68,71.52,0.0,0.257,0.294,0.305,0.299
Beldongri,21.34032,79.29246,2025-11-23,19.21,0.94,75.18,0.0,0.279,0.302,0.312,0.308
Beldongri,21.34032,79.29246,2025-11-24,19.21,1.51,83.41,0.0,0.291,0.307,0.317,0.313
Beldongri,21.34032,79.29246,2025-11-25,19.55,1.13,82.33,0.0,0.295,0.309,0.321,0.316
Beldongri,21.34032,79.29246,2025-11-26,18.92,1.35,84.86,0.27,0.293,0.308,0.322,0.317
Beldongri,21.34032,79.29246,2025-11-27,18.75,1.65,82.59,0.0,0.283,0.304,0.32,0.314
Beldongri,21.34032,79.29246,2025-11-28,16.01,1.83,75.23,0.0,0.281,0.302,0.321,0.314
Beldongri,21.34032,79.29246,2025-11-29,16.24,1.59,75.5,0.0,0.274,0.299,0.319,0.312
Beldongri,21.34032,79.29246,2025-11-30,16.88,1.81,74.64,0.0,0.271,0.297,0.317,0.309
Beldongri,21.34032,79.29246,2025-12-01,17.84,1.51,77.17,0.0,0.262,0.293,0.314,0.306
Beldongri,21.34032,79.29246,2025-12-02,17.51,1.5,79.66,0.0,0.255,0.289,0.311,0.302
Beldongri,21.34032,79.29246,2025-12-03,17.15,1.88,76.06,0.0,0.252,0.286,0.308,0.3
Beldongri,21.34032,79.29246,2025-12-04,16.77,1.88,77.35,0.0,0.25,0.284,0.308,0.299
Beldongri,21.34032,79.29246,2025-12-05,16.15,2.13,72.55,0.0,0.251,0.283,0.306,0.298
Beldongri,21.34032,79.29246,2025-12-06,15.44,1.84,66.89,0.0,0.251,0.282,0.307,0.297
Beldongri,21.34032,79.29246,2025-12-07,15.24,1.54,67.17,0.0,0.252,0.282,0.306,0.298
Beldongri,21.34032,79.29246,2025-12-08,16.47,1.86,62.42,0.0,0.249,0.281,0.306,0.296
Beldongri,21.34032,79.29246,2025-12-09,16.35,2.36,61.53,0.0,0.249,0.281,0.305,0.296
Beldongri,21.34032,79.29246,2025-12-10,16.17,1.83,57.14,0.0,0.249,0.282,0.306,0.297
Beldongri,21.34032,79.29246,2025-12-11,16.83,1.2,54.35,0.0,0.249,0.281,0.305,0.296
Beldongri,21.34032,79.29246,2025-12-12,16.6,1.34,60.81,0.0,0.248,0.28,0.305,0.296
Beldongri,21.34032,79.29246,2025-12-13,16.29,1.52,66.84,0.0,0.249,0.28,0.305,0.296
Beldongri,21.34032,79.29246,2025-12-14,15.74,1.63,70.08,0.0,0.248,0.28,0.304,0.295
Beldongri,21.34032,79.29246,2025-12-15,15.94,1.35,69.59,0.0,0.249,0.28,0.304,0.295
Beldongri,21.34032,79.29246,2025-12-16,16.32,1.51,66.21,0.0,0.249,0.28,0.304,0.295
Beldongri,21.34032,79.29246,2025-12-17,16.32,1.69,64.62,0.0,0.249,0.28,0.304,0.295
Beldongri,21.34032,79.29246,2025-12-18,16.0,2.01,63.56,0.0,0.249,0.28,0.304,0.295
Beldongri,21.34032,79.29246,2025-12-19,15.23,2.41,68.03,0.0,0.243,0.28,0.304,0.294
Beldongri,21.34032,79.29246,2025-12-20,14.89,1.97,66.44,0.0,0.25,0.279,0.303,0.295
Beldongri,21.34032,79.29246,2025-12-21,15.45,1.57,65.05,0.0,0.25,0.279,0.303,0.294
Beldongri,21.34032,79.29246,2025-12-22,15.93,1.75,67.48,0.0,0.25,0.279,0.303,0.295
Beldongri,21.34032,79.29246,2025-12-23,16.27,2.12,67.41,0.0,0.25,0.279,0.303,0.294
Beldongri,21.34032,79.29246,2025-12-24,16.86,1.74,66.5,0.0,0.25,0.279,0.303,0.294
Beldongri,21.34032,79.29246,2025-12-25,16.69,1.34,66.37,0.0,0.249,0.279,0.303,0.294
Beldongri,21.34032,79.29246,2025-12-26,15.7,1.6,63.63,0.0,0.246,0.279,0.302,0.293
Beldongri,21.34032,79.29246,2025-12-27,15.36,1.4,60.6,0.0,0.249,0.279,0.302,0.293
Beldongri,21.34032,79.29246,2025-12-28,15.42,1.43,58.53,0.0,0.251,0.279,0.302,0.294
Beldongri,21.34032,79.29246,2025-12-29,15.56,1.53,56.91,0.0,0.246,0.279,0.302,0.293
Beldongri,21.34032,79.29246,2025-12-30,16.87,1.03,50.39,0.0,0.246,0.279,0.301,0.293
Beldongri,21.34032,79.29246,2025-12-31,17.89,1.14,49.58,0.0,0.246,0.279,0.301,0.293
Chikla,21.54306,79.75389,2025-01-01,17.75,2.2,45.48,0.0,0.371,0.355,0.414,0.399
Chikla,21.54306,79.75389,2025-01-02,17.4,2.23,40.8,0.0,0.36,0.355,0.403,0.39
Chikla,21.54306,79.75389,2025-01-03,18.02,1.96,43.22,0.0,0.346,0.356,0.4,0.387
Chikla,21.54306,79.75389,2025-01-04,18.24,1.74,46.42,0.0,0.331,0.352,0.395,0.381
Chikla,21.54306,79.75389,2025-01-05,18.41,1.49,47.92,0.0,0.32,0.339,0.387,0.372
Chikla,21.54306,79.75389,2025-01-06,19.69,1.3,50.37,0.0,0.317,0.329,0.376,0.362
Chikla,21.54306,79.75389,2025-01-07,18.28,2.35,49.0,0.0,0.319,0.336,0.366,0.356
Chikla,21.54306,79.75389,2025-01-08,15.42,1.7,45.82,0.0,0.309,0.329,0.343,0.338
Chikla,21.54306,79.75389,2025-01-09,16.78,1.49,40.51,0.0,0.298,0.315,0.337,0.33
Chikla,21.54306,79.75389,2025-01-10,17.28,1.77,43.67,0.0,0.301,0.316,0.328,0.323
Chikla,21.54306,79.75389,2025-01-11,18.94,1.9,49.48,0.0,0.297,0.32,0.33,0.326
Chikla,21.54306,79.75389,2025-01-12,20.09,1.79,59.16,0.03,0.309,0.332,0.335,0.332
Chikla,21.54306,79.75389,2025-01-13,20.09,1.73,62.74,0.03,0.318,0.344,0.341,0.34
Chikla,21.54306,79.75389,2025-01-14,19.6,1.1,53.9,0.0,0.333,0.362,0.336,0.341
Chikla,21.54306,79.75389,2025-01-15,20.02,1.74,54.58,0.0,0.345,0.371,0.334,0.342
Chikla,21.54306,79.75389,2025-01-16,20.93,1.44,52.2,0.0,0.34,0.367,0.332,0.34
Chikla,21.54306,79.75389,2025-01-17,20.91,1.94,50.89,0.0,0.335,0.364,0.336,0.342
Chikla,21.54306,79.75389,2025-01-18,20.24,1.62,53.3,0.0,0.334,0.361,0.337,0.342
Chikla,21.54306,79.75389,2025-01-19,20.65,1.65,42.41,0.0,0.323,0.357,0.337,0.34
Chikla,21.54306,79.75389,2025-01-20,20.67,1.89,38.36,0.0,0.305,0.353,0.339,0.34
Chikla,21.54306,79.75389,2025-01-21,22.2,1.07,43.53,0.0,0.295,0.349,0.342,0.34
Chikla,21.54306,79.75389,2025-01-22,22.83,1.29,36.44,0.0,0.289,0.346,0.342,0.339
Chikla,21.54306,79.75389,2025-01-23,22.27,1.63,41.2,0.0,0.284,0.342,0.342,0.338
Chikla,21.54306,79.75389,2025-01-24,23.09,1.47,42.65,0.0,0.279,0.339,0.341,0.336
Chikla,21.54306,79.75389,2025-01-25,22.6,1.75,47.8,0.0,0.274,0.335,0.341,0.335
Chikla,21.54306,79.75389,2025-01-26,22.19,1.68,33.41,0.0,0.269,0.332,0.34,0.333
Chikla,21.54306,79.75389,2025-01-27,21.59,1.56,25.77,0.0,0.264,0.329,0.34,0.332
Chikla,21.54306,79.75389,2025-01-28,22.28,1.27,23.12,0.0,0.259,0.326,0.339,0.331
Chikla,21.54306,79.75389,2025-01-29,22.52,1.53,34.26,0.0,0.255,0.323,0.339,0.329
Chikla,21.54306,79.75389,2025-01-30,23.92,1.84,39.47,0.0,0.252,0.32,0.338,0.328
Chikla,21.54306,79.75389,2025-01-31,24.32,1.37,34.32,0.0,0.25,0.318,0.338,0.327
Chikla,21.54306,79.75389,2025-02-01,25.63,1.6,38.26,0.0,0.248,0.315,0.337,0.326
Chikla,21.54306,79.75389,2025-02-02,25.47,1.58,38.21,0.0,0.246,0.313,0.337,0.325
Chikla,21.54306,79.75389,2025-02-03,26.46,1.43,33.92,0.0,0.244,0.311,0.336,0.324
Chikla,21.54306,79.75389,2025-02-04,26.85,1.31,33.93,0.0,0.244,0.308,0.335,0.323
Chikla,21.54306,79.75389,2025-02-05,26.72,1.47,32.38,0.0,0.243,0.306,0.335,0.322
Chikla,21.54306,79.75389,2025-02-06,24.02,3.05,34.45,0.0,0.243,0.305,0.334,0.321
Chikla,21.54306,79.75389,2025-02-07,22.86,2.54,27.02,0.0,0.242,0.303,0.334,0.321
Chikla,21.54306,79.75389,2025-02-08,23.25,1.94,21.24,0.0,0.242,0.301,0.333,0.32
Chikla,21.54306,79.75389,2025-02-09,24.18,1.36,19.21,0.0,0.242,0.3,0.332,0.319
Chikla,21.54306,79.75389,2025-02-10,24.94,1.48,31.09,0.0,0.242,0.298,0.332,0.318
Chikla,21.54306,79.75389,2025-02-11,26.23,1.37,37.57,0.0,0.242,0.297,0.331,0.318
Chikla,21.54306,79.75389,2025-02-12,25.25,2.24,22.52,0.0,0.242,0.295,0.331,0.317
Chikla,21.54306,79.75389,2025-02-13,23.53,2.87,21.98,0.0,0.242,0.294,0.33,0.316
Chikla,21.54306,79.75389,2025-02-14,22.7,2.31,18.45,0.0,0.242,0.293,0.33,0.316
Chikla,21.54306,79.75389,2025-02-15,25.1,1.28,20.35,0.0,0.239,0.292,0.329,0.315
Chikla,21.54306,79.75389,2025-02-16,25.66,1.57,22.13,0.0,0.239,0.291,0.328,0.314
Chikla,21.54306,79.75389,2025-02-17,26.47,1.2,23.81,0.0,0.242,0.29,0.328,0.314
Chikla,21.54306,79.75389,2025-02-18,26.29,1.57,25.21,0.0,0.241,0.289,0.327,0.313
Chikla,21.54306,79.75389,2025-02-19,26.37,1.61,27.8,0.0,0.241,0.288,0.326,0.312
Chikla,21.54306,79.75389,2025-02-20,26.2,1.66,28.49,0.0,0.241,0.288,0.326,0.312
Chikla,21.54306,79.75389,2025-02-21,26.09,1.72,24.6,0.0,0.227,0.287,0.325,0.31
Chikla,21.54306,79.75389,2025-02-22,25.29,2.55,25.84,0.0,0.241,0.286,0.325,0.311
Chikla,21.54306,79.75389,2025-02-23,24.76,1.92,22.15,0.0,0.241,0.286,0.324,0.31
Chikla,21.54306,79.75389,2025-02-24,24.72,1.7,22.81,0.0,0.241,0.285,0.324,0.31
Chikla,21.54306,79.75389,2025-02-25,24.9,1.86,24.94,0.0,0.241,0.285,0.323,0.309
Chikla,21.54306,79.75389,2025-02-26,25.2,1.93,20.42,0.0,0.241,0.284,0.323,0.309
Chikla,21.54306,79.75389,2025-02-27,26.0,1.39,19.96,0.0,0.241,0.284,0.322,0.308
Chikla,21.54306,79.75389,2025-02-28,26.87,1.8,23.44,0.0,0.241,0.283,0.322,0.308
Chikla,21.54306,79.75389,2025-03-01,27.43,1.68,25.95,0.0,0.241,0.283,0.321,0.307
Chikla,21.54306,79.75389,2025-03-02,28.65,1.73,26.24,0.0,0.241,0.283,0.321,0.307
Chikla,21.54306,79.75389,2025-03-03,27.68,2.13,24.19,0.0,0.235,0.282,0.32,0.306
Chikla,21.54306,79.75389,2025-03-04,28.39,2.42,21.56,0.0,0.235,0.282,0.32,0.306
Chikla,21.54306,79.75389,2025-03-05,23.95,3.86,13.66,0.0,0.241,0.282,0.319,0.306
Chikla,21.54306,79.75389,2025-03-06,22.91,2.47,9.34,0.0,0.235,0.282,0.319,0.305
Chikla,21.54306,79.75389,2025-03-07,25.23,1.85,10.12,0.0,0.235,0.281,0.318,0.304
Chikla,21.54306,79.75389,2025-03-08,26.84,1.63,14.08,0.0,0.241,0.281,0.318,0.305
Chikla,21.54306,79.75389,2025-03-09,27.33,1.92,16.63,0.0,0.241,0.281,0.317,0.304
Chikla,21.54306,79.75389,2025-03-10,27.19,1.8,19.57,0.0,0.241,0.281,0.317,0.304
Chikla,21.54306,79.75389,2025-03-11,28.26,1.68,16.24,0.0,0.241,0.281,0.316,0.303
Chikla,21.54306,79.75389,2025-03-12,30.48,1.49,16.88,0.0,0.241,0.28,0.316,0.303
Chikla,21.54306,79.75389,2025-03-13,31.11,1.87,17.06,0.0,0.241,0.28,0.315,0.302
Chikla,21.54306,79.75389,2025-03-14,31.13,2.16,14.41,0.0,0.241,0.28,0.315,0.302
Chikla,21.54306,79.75389,2025-03-15,31.37,1.43,16.8,0.0,0.241,0.28,0.314,0.302
Chikla,21.54306,79.75389,2025-03-16,31.31,2.31,24.02,0.0,0.241,0.28,0.314,0.302
Chikla,21.54306,79.75389,2025-03-17,31.16,1.43,23.44,0.0,0.241,0.28,0.313,0.301
Chikla,21.54306,79.75389,2025-03-18,30.5,1.91,21.9,0.0,0.24,0.28,0.313,0.301
Chikla,21.54306,79.75389,2025-03-19,30.28,2.35,24.48,0.0,0.24,0.28,0.313,0.301
Chikla,21.54306,79.75389,2025-03-20,30.56,2.62,29.12,0.07,0.24,0.279,0.312,0.3
Chikla,21.54306,79.75389,2025-03-21,30.04,1.83,25.77,0.37,0.241,0.279,0.312,0.3
Chikla,21.54306,79.75389,2025-03-22,29.43,1.31,20.1,0.0,0.24,0.279,0.312,0.3
Chikla,21.54306,79.75389,2025-03-23,28.77,1.73,19.24,0.0,0.237,0.279,0.329,0.312
Chikla,21.54306,79.75389,2025-03-24,28.1,1.93,14.79,0.0,0.223,0.279,0.344,0.322
Chikla,21.54306,79.75389,2025-03-25,28.95,1.77,14.49,0.0,0.212,0.28,0.363,0.335
Chikla,21.54306,79.75389,2025-03-26,30.74,1.1,13.59,0.0,0.222,0.28,0.373,0.343
Chikla,21.54306,79.75389,2025-03-27,32.23,1.22,13.61,0.0,0.213,0.28,0.375,0.343
Chikla,21.54306,79.75389,2025-03-28,31.58,2.75,18.49,0.0,0.213,0.28,0.373,0.342
Chikla,21.54306,79.75389,2025-03-29,31.03,2.67,15.32,0.0,0.213,0.281,0.371,0.341
Chikla,21.54306,79.75389,2025-03-30,31.46,1.99,9.73,0.0,0.213,0.281,0.369,0.34
Chikla,21.54306,79.75389,2025-03-31,31.99,1.48,10.69,0.0,0.213,0.281,0.367,0.339
Chikla,21.54306,79.75389,2025-04-01,31.42,1.63,18.9,0.0,0.217,0.281,0.37,0.341
Chikla,21.54306,79.75389,2025-04-02,31.05,1.06,23.54,0.97,0.217,0.281,0.363,0.335
Chikla,21.54306,79.75389,2025-04-03,31.25,1.18,26.0,0.49,0.258,0.281,0.358,0.335
Chikla,21.54306,79.75389,2025-04-04,31.21,0.98,30.83,1.0,0.292,0.28,0.367,0.343
Chikla,21.54306,79.75389,2025-04-05,31.64,1.78,23.01,0.0,0.296,0.266,0.348,0.327
Chikla,21.54306,79.75389,2025-04-06,32.01,1.72,16.66,0.0,0.295,0.266,0.372,0.344
Chikla,21.54306,79.75389,2025-04-07,33.15,1.07,15.9,0.0,0.291,0.267,0.379,0.349
Chikla,21.54306,79.75389,2025-04-08,32.61,1.63,22.31,0.0,0.285,0.267,0.375,0.346
Chikla,21.54306,79.75389,2025-04-09,32.44,1.94,31.83,2.69,0.271,0.268,0.372,0.343
Chikla,21.54306,79.75389,2025-04-10,33.5,1.79,28.41,0.27,0.269,0.268,0.364,0.338
Chikla,21.54306,79.75389,2025-04-11,33.42,1.55,21.65,0.06,0.273,0.269,0.359,0.334
Chikla,21.54306,79.75389,2025-04-12,32.69,2.55,20.11,0.0,0.259,0.269,0.36,0.334
Chikla,21.54306,79.75389,2025-04-13,33.42,1.1,21.65,0.15,0.257,0.269,0.36,0.334
Chikla,21.54306,79.75389,2025-04-14,33.38,1.65,21.56,0.83,0.292,0.27,0.375,0.347
Chikla,21.54306,79.75389,2025-04-15,33.04,2.17,24.6,0.0,0.282,0.271,0.391,0.358
Chikla,21.54306,79.75389,2025-04-16,32.59,2.11,33.74,0.0,0.259,0.272,0.392,0.357
Chikla,21.54306,79.75389,2025-04-17,34.02,1.81,30.07,0.01,0.254,0.273,0.392,0.357
Chikla,21.54306,79.75389,2025-04-18,35.07,2.04,26.12,0.0,0.249,0.274,0.389,0.355
Chikla,21.54306,79.75389,2025-04-19,35.58,2.1,21.84,0.16,0.243,0.275,0.388,0.354
Chikla,21.54306,79.75389,2025-04-20,35.05,2.09,16.94,0.0,0.242,0.276,0.385,0.352
Chikla,21.54306,79.75389,2025-04-21,35.14,1.95,17.4,0.0,0.241,0.276,0.383,0.35
Chikla,21.54306,79.75389,2025-04-22,35.71,1.88,11.61,0.0,0.241,0.277,0.38,0.349
Chikla,21.54306,79.75389,2025-04-23,35.48,1.57,12.24,0.0,0.241,0.278,0.378,0.347
Chikla,21.54306,79.75389,2025-04-24,35.26,2.42,11.08,0.0,0.241,0.278,0.375,0.345
Chikla,21.54306,79.75389,2025-04-25,35.77,2.03,14.1,0.0,0.241,0.279,0.373,0.344
Chikla,21.54306,79.75389,2025-04-26,36.07,1.74,17.5,0.01,0.24,0.279,0.371,0.343
Chikla,21.54306,79.75389,2025-04-27,33.62,2.86,27.98,4.93,0.249,0.279,0.369,0.342
Chikla,21.54306,79.75389,2025-04-28,32.94,2.47,31.41,2.31,0.255,0.286,0.368,0.343
Chikla,21.54306,79.75389,2025-04-29,32.78,2.62,34.95,1.51,0.283,0.293,0.362,0.342
Chikla,21.54306,79.75389,2025-04-30,33.1,2.22,34.58,1.11,0.308,0.264,0.337,0.32
Chikla,21.54306,79.75389,2025-05-01,32.32,3.15,42.26,1.89,0.33,0.26,0.32,0.308
Chikla,21.54306,79.75389,2025-05-02,32.68,2.43,39.19,0.13,0.305,0.26,0.315,0.303
Chikla,21.54306,79.75389,2025-05-03,33.27,2.45,40.53,0.92,0.319,0.261,0.326,0.311
Chikla,21.54306,79.75389,2025-05-04,30.98,2.16,52.72,14.18,0.369,0.262,0.336,0.323
Chikla,21.54306,79.75389,2025-05-05,30.05,1.39,56.97,3.01,0.351,0.262,0.337,0.322
Chikla,21.54306,79.75389,2025-05-06,30.5,1.49,50.65,1.03,0.342,0.263,0.329,0.316
Chikla,21.54306,79.75389,2025-05-07,30.63,1.68,47.48,0.0,0.341,0.264,0.323,0.312
Chikla,21.54306,79.75389,2025-05-08,30.39,1.66,45.15,0.14,0.319,0.265,0.312,0.302
Chikla,21.54306,79.75389,2025-05-09,31.17,1.47,48.35,0.01,0.311,0.265,0.304,0.296
Chikla,21.54306,79.75389,2025-05-10,32.71,1.08,43.08,1.09,0.305,0.265,0.288,0.285
Chikla,21.54306,79.75389,2025-05-11,33.75,1.59,41.83,0.12,0.289,0.265,0.283,0.28
Chikla,21.54306,79.75389,2025-05-12,35.21,1.91,35.61,0.01,0.295,0.265,0.291,0.285
Chikla,21.54306,79.75389,2025-05-13,35.74,2.06,32.92,1.33,0.306,0.266,0.32,0.307
Chikla,21.54306,79.75389,2025-05-14,34.97,1.57,36.86,3.1,0.317,0.266,0.332,0.317
Chikla,21.54306,79.75389,2025-05-15,34.1,1.74,44.4,5.25,0.3,0.265,0.333,0.317
Chikla,21.54306,79.75389,2025-05-16,34.3,0.86,46.82,0.33,0.296,0.265,0.337,0.319
